"location_type","location_id","name_en","name_kh","commune_kh","district_kh","province_kh","latitude","longitude","branch_id","source"
"village","14040708","Prey Char","ព្រៃចារ","ថ្មពូន","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040709","Prongeuy Ti Muoy","ព្រងើយទី១","ថ្មពូន","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040710","Ta Paong","តាប៉ោង","ថ្មពូន","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040711","Prongeuy Ti Pir","ព្រងើយទី២","ថ្មពូន","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040801","Tnaot","ត្នោត","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040802","Krala Meakh","ក្រឡាមាឃ","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040803","Chumpu Voan","ជម្ពូវ័ន្ដ","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040804","Kok","គក","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040805","Ta Reach","តារាជ","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040806","Thnal Baek","ថ្នល់បែក","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040807","Khnay Kov","ខ្នាយកូវ","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14040808","Svay Chek","ស្វាយចេក","ត្នោត","កញ្ជ្រៀច","ព្រៃវែង","","","","NCDD_2024"
"village","14050101","Srah Ta Oem","ស្រះតាអឹម","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050102","Kouk Chres","គោកច្រេស","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050103","Sour","សូរ","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050104","Ponley","ពន្លៃ","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050105","Angkor Sar","អង្គរសរ","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050106","Sambour","សំបូរ","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050107","Trapeang Thum","ត្រពាំងធំ","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050108","Angkrong","អង្គ្រង","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050109","Angk","អង្គ","អង្គរសរ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050201","Angk Preah","អង្គព្រះ","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050202","Andoung Trach","អណ្ដូងត្រាច","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050203","Chambak Chrum","ចំបក់ជ្រុំ","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050204","Trapeang Skon","ត្រពាំងស្គន់","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050205","Andoung Ta Sraen","អណ្ដូងតាស្រែន","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050206","Chres","ច្រេស","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050207","Krasang Ley","ក្រសាំងលៃ","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050208","Prech","ព្រេច","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050209","Toap Sdach","ទ័ពស្ដេច","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050210","Chant Kruesna","ចន្ទ័គ្រឹស្នា","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050211","Prohear","ព្រហ៊ារ","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050212","Boeng","បឹង","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050213","Mean Chey","មានជ័យ","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050214","Boeng Antong","បឹងអន្ទង់","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050215","Poun","ពោន","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050216","Tuol Ta Ri","ទួលតារី","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050217","Prey Sangkum","ព្រៃសង្គម","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050218","Prey Roka","ព្រៃរកា","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050219","Traok","ត្រោក","ច្រេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050301","Trapeang Skon","ត្រពាំងស្គន់","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050302","Pou Poat","ពោធិ៍ពាត់","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050303","Snay Bon","ស្នាយបុណ្យ","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050304","Traok","ត្រោក","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050305","Chi Phoch","ជីផុច","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050306","Pou Roung","ពោធិ៍រោង","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050307","Krasang","ក្រសាំង","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050308","Thma Sa","ថ្មស","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050309","Prey Trakhob","ព្រៃត្រខុប","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050310","Samraong Veal","សំរោងវាល","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050311","Samraong Voat","សំរោងវត្ដ","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050312","Ruessei Sanh","ឫស្សីសាញ់","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050313","Veang","វាំង","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050314","Svay Andoung","ស្វាយអណ្ដូង","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050315","Yeang Touch","យាងតូច","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050316","Yeang Thum","យាងធំ","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050317","Thmei","ថ្មី","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050318","Krasang Kantrae","ក្រសាំងកន្ទ្រែ","ជីផុច","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050401","Pou Snay","ពោធិ៍ស្នាយ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050402","Trapeang Phlong","ត្រពាំងផ្លុង","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050403","Ruessei Sbat","ឫស្សីស្បាត","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050404","Trapeang Preah Ti Muoy","ត្រពាំងព្រះទី១","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050405","Trapeang Preah Ti Pir","ត្រពាំងព្រះទី២","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050406","Ta Mau","តាម៉ៅ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050407","Sanloung Lieb","សន្លូងលៀប","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050408","Ou Sangkae","អូរសង្កែ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050409","Svay Chou","ស្វាយជោ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050410","Ruessei Tvear","ឫស្សីទា្វរ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050411","Prey Khnes Ka","ព្រៃឃ្នេស  ក","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050412","Prey Khnes Kha","ព្រៃឃ្នេស ខ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050413","Kruos","គ្រួស","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050414","Sambuor","សំបួរ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050415","Ruessei Chachak","ឫស្សីចចក","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050416","Sanlung","សន្លុង","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050417","Pnov","ពៅ្ន","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050418","Ba Reach","បារាជ","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050419","Thmei","ថ្មី","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050420","Robas Phchoek","របស់ផ្ចឹក","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050421","Sla","ស្លា","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050422","Kaev Sna","កែវស្នា","ព្រៃឃ្នេស","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050501","Me Sang","មេសាង","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050502","Char","ចារ","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050503","Kreul","គ្រើល","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050504","Kandal","កណ្ដាល","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050505","Prey Chek","ព្រៃចេក","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050506","Prey Rumdeng","ព្រៃរំដេង","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050507","Pong Tuek","ពងទឹក","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050508","Prey Khnor","ព្រៃខ្នុរ","ព្រៃរំដេង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050601","Prey Ampov","ព្រៃអំពៅ","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050602","Tbaeng","ត្បែង","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050603","Pnov","ព្នៅ","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050604","Prey Mul","ព្រៃមូល","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050605","Boeng","បឹង","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050606","Ampil Toul","អំពិលទោល","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050607","Sampoar","សំព័រ","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050608","Prey Chrum","ព្រៃជ្រុំ","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050609","Prey Totueng","ព្រៃទទឹង","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050610","Trapeang Kdam","ត្រពាំងក្ដាម","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050611","Angk K'aot","អង្គក្អោត","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050612","Ph'av","ផ្អាវ","ព្រៃទទឹង","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050701","Prey Preah Andoung","ព្រៃព្រះអណ្ដូង","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050702","Thnal Kaeng","ថ្នល់កែង","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050703","Sa Veang","សាវាំង","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050704","Angkeas Dei","អង្គាសដី","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050705","Svay Teab","ស្វាយទាប","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050706","Svay Tong","ស្វាយទង","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050707","Svay Chrum","ស្វាយជ្រុំ","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050708","Trea","ទ្រា","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050709","Pou Ta Mom","ពោធិ៍តាមុំ","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050710","Prey Chamkar Khang Tboung","ព្រៃចំការខាងត្បូង","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050711","Prey Chamkar Khang Cheung","ព្រៃចំការខាងជើង","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050712","Kbal Khvaek","ក្បាលខ្វែក","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050713","Chong Tuol","ចុងទួល","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050714","Srae Rean","ស្រែរាន","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050715","Thmei","ថ្មី","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050716","Boeng Antong","បឹងអន្ទង់","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050717","Svay Otdam","ស្វាយឧត្ដម","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050718","Phniet","ភ្នៀត","ស្វាយជ្រុំ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050801","Srama","ស្រម៉","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050802","Brohut","ប្រហ៊ូត","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050803","Brasva","ប្រស្វា","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050804","Svay Rokeah","ស្វាយរកៈ","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050805","Trapeang Srae","ត្រពាំងស្រែ","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050806","Chek Thlok","ចេកធ្លក","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050807","Tbaeng","ត្បែង","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050808","Trakiet","ត្រគៀត","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050809","Meun Poan","ម៉ឺនពាន់","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050810","Phlang","ផ្លាំង","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050811","Prey Kuy","ព្រៃគុយ","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14050812","Mrenh","ម្រេញ","ត្រពាំងស្រែ","មេសាង","ព្រៃវែង","","","","NCDD_2024"
"village","14060101","Angkor Angk","អង្គរអង្គ","អង្គរអង្គ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060102","Preaek Traeng","ព្រែកត្រែង","អង្គរអង្គ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060103","Veal Robang Kraom","វាលរបងក្រោម","អង្គរអង្គ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060104","Veal Robang Leu","វាលរបងលើ","អង្គរអង្គ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060201","Ta Huy","តាហ៊ុយ","កំពង់ប្រាសាទ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060202","Ta Paeu","តាប៉ើ","កំពង់ប្រាសាទ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060203","Krang Krouch","ក្រាំងក្រូច","កំពង់ប្រាសាទ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060204","Tuek Vil","ទឹកវិល","កំពង់ប្រាសាទ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060205","Kampong Prasat","កំពង់ប្រាសាទ","កំពង់ប្រាសាទ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060301","Mean Chey","មានជ័យ","កោះចេក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060302","Kaoh Chek","កោះចេក","កោះចេក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060303","Kaoh Peam Reang","កោះពាមរាំង","កោះចេក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060304","Spean","ស្ពាន","កោះចេក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060401","Svay Chrum","ស្វាយជ្រុំ","កោះរកា","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060402","Dei Srot","ដីស្រុត","កោះរកា","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060403","Chrey Thmei","ជ្រៃថ្មី","កោះរកា","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060404","Kaoh Roka","កោះរកា","កោះរកា","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060501","Pou Thmei","ពោធិ៍ថ្មី","កោះសំពៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060502","Ampov Prey","អំពៅព្រៃ","កោះសំពៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060503","Svay Andoung","ស្វាយអណ្ដូង","កោះសំពៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060504","Tuol Sang","ទួលសាំង","កោះសំពៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060505","Khsach","ខ្សាច់","កោះសំពៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060601","Chrey Otdam","ជ្រៃឧត្ដម","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060602","Krang Chen","ក្រាំងចិន","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060603","Krang Prey Phdau","ក្រាំងព្រៃផ្ដៅ","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060604","Krang Ta Yang","ក្រាំងតាយ៉ង","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060605","Krang Skar","ក្រាំងស្ករ","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060606","Pring","ព្រីង","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060607","Pong Tuek","ពងទឹក","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060608","Roka Doh","រកាដុះ","ក្រាំងតាយ៉ង","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060701","Otdam","ឧត្ដម","ព្រែកក្របៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060702","Otdong","ឧត្ដុង្គ","ព្រែកក្របៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060703","Preaek Krabau","ព្រែកក្របៅ","ព្រែកក្របៅ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060801","Khpob","ខ្ពប","ព្រែកសំបួរ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060802","Sambuor","សំបួរ","ព្រែកសំបួរ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060803","Preaek Chrov","ព្រែកជ្រៅ","ព្រែកសំបួរ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060901","Peaen","ពែន","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060902","Ta Sou","តាសូ","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060903","Ta Pung","តាពូង","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060904","Ruessei Srok","ឫស្សីស្រុក","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060905","Edth","ឥដ្ឋ","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060906","Chheu Teal","ឈើទាល","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060907","Svay Chek","ស្វាយចេក","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060908","Prey Moan","ព្រៃមាន់","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060909","Boeng Aksar","បឹងអក្សរ","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060910","Pou Khpos","ពោធិ៍ខ្ពស់","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14060911","Krang Poun","ក្រាំងពោន","ឫស្សីស្រុក","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14061001","Sangkruoh","សង្គ្រោះ","ស្វាយភ្លោះ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14061002","Sameakki","សាមគ្គី","ស្វាយភ្លោះ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14061003","Bang'aek","បង្អែក","ស្វាយភ្លោះ","ពាមជរ","ព្រៃវែង","","","","NCDD_2024"
"village","14070101","Ponley","ពន្លៃ","បាបោង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070102","Doung","ដូង","បាបោង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070103","Chouk Chey","ជោគជ័យ","បាបោង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070104","Ba Baong","បាបោង","បាបោង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070105","Soramareth Sihanu","សុរាម្រិតសីហនុ","បាបោង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070201","Prasat Lech","ប្រាសាទលិច","បន្លិចប្រាសាទ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070202","Prasat Cheung","ប្រាសាទជើង","បន្លិចប្រាសាទ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070203","Prasat Kaeut","ប្រាសាទកើត","បន្លិចប្រាសាទ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070204","Preaek Cham","ព្រែកចាម","បន្លិចប្រាសាទ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070205","Preaek Reang","ព្រែករាំង","បន្លិចប្រាសាទ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070206","Doek Da","ដឹកដា","បន្លិចប្រាសាទ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070301","Neak Loeang","អ្នកលឿង","អ្នកលឿង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070302","Preaek Ta Sar","ព្រែកតាសរ","អ្នកលឿង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070303","Preaek Thum","ព្រែកធំ","អ្នកលឿង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070304","Stueng Slout","ស្ទឹងស្លូត","អ្នកលឿង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070305","Stueng Santepheap","ស្ទឹងសន្ដិភាព","អ្នកលឿង","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070401","Thmei","ថ្មី","ពាមមានជ័យ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070402","Boeng K'aek","បឹងក្អែក","ពាមមានជ័យ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070403","Boeng Phsaot","បឹងផ្សោត","ពាមមានជ័យ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070404","Chamkar Veaeng","ចំការវែង","ពាមមានជ័យ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070405","Banlech","បន្លេច","ពាមមានជ័យ","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070501","Peam Kaoh","ពាមកោះ","ពាមរក៍","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070502","Thkov","ថ្កូវ","ពាមរក៍","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070503","Bati","បាទី","ពាមរក៍","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070504","Chambak Prang","ចំបក់ប្រាំង","ពាមរក៍","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070505","Chak Khlanh","ចាក់ខ្លាញ់","ពាមរក៍","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070601","Preaek Khsay","ព្រែកខ្សាយ","ព្រែកខ្សាយ ក","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070602","Otdam","ឧត្ដម","ព្រែកខ្សាយ ក","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070603","Chey Oudom","ជ័យឧត្តម","ព្រែកខ្សាយ ក","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070604","Chey Oudom Boeung Ktom","ជ័យឧត្តមបឹងខ្ទុម","ព្រែកខ្សាយ ក","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
"village","14070605","Preaek Khsay Khang Choeung","ព្រែកខ្សាយខាងជើង","ព្រែកខ្សាយ ក","ពាមរក៍","ព្រៃវែង","","","","NCDD_2024"
