"location_type","location_id","name_en","name_kh","commune_kh","district_kh","province_kh","latitude","longitude","branch_id","source"
"village","01020101","Ou Thum","អូរធំ","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020102","Phnum","ភ្នំ","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020103","Banteay Neang","បន្ទាយនាង","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020104","Kouk Pnov","គោកព្នៅ","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020105","Trang","ត្រាង","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020106","Pongro","ពង្រ","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020107","Kouk Tonloab","គោកទន្លាប់","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020108","Trabaek","ត្របែក","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020109","Khilek","ឃីឡិក","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020110","Samraong Pen","សំរោងពេន","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020111","Dang Run Lech","ដងរុនលិច","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020112","Dang Run Kaeut","ដងរុនកើត","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020113","Ou Snguot","អូរស្ងួត","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020114","Prey Changha Lech","ព្រៃចង្ហាលិច","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020115","Prey Changha Kaeut","ព្រៃចង្ហាកើត","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020116","Ou Andoung Lech","អូរអណ្ដូងលិច","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020117","Ou Andoung Kandal","អូរអណ្ដូងកណ្ដាល","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020118","Ou Andoung Kaeut","អូរអណ្ដូងកើត","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020119","Kouk Kduoch","គោកក្ដួច","បន្ទាយនាង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020201","Khtum Reay Lech","ខ្ទុម្ពរាយលិច","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020202","Khtum Reay Kaeut","ខ្ទុម្ពរាយកើត","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020203","Anlong Thngan Kaeut","អន្លង់ថ្ងាន់កើត","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020204","Anlong Thngan Lech","អន្លង់ថ្ងាន់លិច","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020205","Bang Bat Lech","បង់បត់លិច","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020206","Bang Bat Kaeut","បង់បត់កើត","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020207","Bat Trang","បត់ត្រង់","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020208","Bat Trang Thum Lech","បត់ត្រង់ធំលិច","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020209","Bat Trang Thum Kaeut","បត់ត្រង់ធំកើត","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020210","Bat Trang Touch","បត់ត្រង់តូច","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020211","Preaek Chik","ព្រែកជីក","បត់ត្រង់","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020301","Pralay Char","ប្រឡាយចារ៍","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020302","Rongvean Lech","រង្វានលិច","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020303","Rongvean Kaeut","រង្វានកើត","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020304","Chamnaom Lech","ចំណោមលិច","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020305","Chamnaom Kaeut","ចំណោមកើត","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020306","Roung Kou Daeum","រោងគោដើម","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020307","Roung Kou Kandal","រោងគោកណ្ដាល","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020308","Roung Kou Chong","រោងគោចុង","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020309","Peam Roung Kou","ពាមរោងគោ","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020310","Ta Sal","តាសល់","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020311","Chuor Khchas","ជួរខ្ចាស់","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020312","Boeng Tras","បឹងត្រស់","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020313","Dang Trang","ដងត្រាង","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020314","Srae Prey","ស្រែព្រៃ","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020315","Bos Tonloab","បុស្បទន្លាប់","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020316","Ta  Bun","តាប៊ុន","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020317","Kouk Ponley","គោកពន្លៃ","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020318","Say Samon","សាយសាម៉ន","ចំណោម","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020401","Kouk Ballangk","គោកបល្ល័ង្ក","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020402","Ta An","តាអន","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020403","Pralay Chrey","ប្រឡាយជ្រៃ","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020404","Cheung Chab","ជើងចាប","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020405","Phat Sandaong","ផាត់សណ្ដោង","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020406","Char Thmei","ចារថ្មី","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020407","Ph'av Thmei","ផ្អាវថ្មី","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020408","Ta Sal","តាសល់","គោកបល្ល័ង្គ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020501","Koy Maeng","គយម៉ែង","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020502","Sdei Leu","ស្ដីលើ","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020503","Phlov Siem","ផ្លូវសៀម","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020504","Ta Nong","តានង","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020505","Angkar Khmau","អង្ករខ្មៅ","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020506","Kasang Thmei","កសាងថ្មី","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020507","Stueng Chas","ស្ទឹងចាស់","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020508","Sdei Kraom","ស្ដីក្រោម","គយម៉ែង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020601","Phnum Thum Tboung","ភ្នំធំត្បូង","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020602","Phnum Prasat","ភ្នំប្រាសាទ","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020603","Phnum Thum Cheung","ភ្នំធំជើង","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020604","Chamkar Louk","ចំការលោក","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020605","Phnum Thum Thmei","ភ្នំធំថ្មី","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020606","Anlong Sdei","អន្លង់ស្ដី","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020607","Kouk Thlong Kaeut","គោកធ្លង់កើត","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020608","Kouk Thlong Kandal","គោកធ្លង់កណ្ដាល","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020609","Ou Snguot","អូរស្ងួត","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020610","Ou Prasat","អូរប្រាសាទ","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020611","Kouk Ampil","គោកអំពិល","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020612","Ra Chamkar Chek","រ៉ាចំការចេក","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020613","Pou Rieng","ពោធិ៍រៀង","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020614","Rung Krabau","រូងក្របៅ","អូរប្រាសាទ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020701","Phnum Touch Tboung","ភ្នំតូចត្បូង","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020702","Phnum Touch Cheung","ភ្នំតូចជើង","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020703","Thnal Bat","ថ្នល់បត់","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020704","Ou Nhor","អូរញរ","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020705","Boeng Tras","បឹងត្រស់","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020706","Monourom","មនោរម្យ","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020707","Paoy Ta Sek","ប៉ោយតាសេក","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020708","Prey Totueng","ព្រៃទទឹង","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020709","Boeng Reang","បឹងរាំង","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020710","Voat Thmei","វត្ដថ្មី","ភ្នំតូច","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020801","Pou Pir Daeum","ពោធិ៍ពីរដើម","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020802","Rohat Tuek","រហាត់ទឹក","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020803","Thnal Bat","ថ្នល់បត់","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020804","Kramol","ក្រមល់","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020805","Khtum Chrum","ខ្ទុំជ្រុំ","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020806","Chak Lech","ចកលិច","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020807","Doun Mul","ដូនមូល","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020808","Preaek Samraong","ព្រែកសំរោង","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020809","Ou Dangkao","អូរដង្កោ","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020810","Chamkar Chek","ចំការចេក","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020811","Ou Chuob","អូរជួប","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020812","Ka Svay","កស្វាយ","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020813","Chak Kaeut","ចកកើត","រហាត់ទឹក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020901","Anhchanh","អញ្ចាញ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020902","Neang Ket","នាងកេត","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020903","Praek Ropov","ព្រែករពៅ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020904","Sala Daeng","សាលាដែង","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020905","Samraong","សំរោង","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020906","Anlong Mean Troap","អន្លង់មានទ្រព្យ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020907","Chamkar Ta Daok","ចំការតាដោក","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020908","Pralay Luong Kraom","ប្រទ្បាយហ្លួងក្រោម","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020909","Luong","ហ្លួង","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020910","Ou Ta Kol","អូរតាគល់","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020911","Pralay Luong Leu","ប្រទ្បាយហ្លួងលើ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020912","Kouk Svay","គោកស្វាយ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020913","Ou Ta Ma","អូរតាម៉ា","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020914","Kaoh Kaev","កោះកែវ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020915","Phasi Sra","ផាស៊ីស្រា","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020916","Ruessei Kraok","ឫស្សីក្រោក","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01020917","Chumteav","ជំទាវ","ឫស្សីក្រោក","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021001","Chhnaeum Meas","ឆ្នើមមាស","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021002","Sranal","ស្រណាល","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021003","La","ឡ","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021004","Ta Meaeng Pok","តាមែងពក","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021005","Sambuor","សំបួរ","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021006","Doun Loek","ដូនឡឹក","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021007","Kbal Krabei","ក្បាលក្របី","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021008","Srah Chhuk","ស្រះឈូក","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021009","Srae Prey","ស្រែព្រៃ","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021010","Chaek Angkar","ចែកអង្ករ","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021011","Thma Dab","ថ្មដប់","សំបួរ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021101","Ta Mau","តាម៉ៅ","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021102","Ansam Chek","អន្សមចេក","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021103","Tnaot","ត្នោត","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021104","Buor","បួរ","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021105","Bos Laok","បុស្សឡោក","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021106","Soea","សឿ","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021107","Boeng Touch","បឹងតូច","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021108","Phlov Damrei Leu","ផ្លូវដំរីលើ","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021109","Phlov Damrei Kraom","ផ្លូវដំរីក្រោម","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021110","Ou Soea","អូរសឿ","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021111","Kouk Samraong","គោកសំរោង","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021112","Balang Chrey","បល្ល័ង្គជ្រៃ","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021113","Ou Choub Thmey","អូរជួបថ្មី","សឿ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021201","Ta In Muoy","តាអ៊ិន១","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021202","Ta In Pir","តាអ៊ិន២","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021203","Krouch","ក្រូច","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021204","Chamkar Chek","ចំការចេក","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021205","Srah Reang","ស្រះរាំង","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021206","Ta Chan","តាចាន់","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021207","Kouk Srok","គោកស្រុក","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021208","Kouk Chrab","គោកច្រាប","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021209","Kouk Krasang","គោកក្រសាំង","ស្រះរាំង","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021301","Preah Srae","ព្រះស្រែ","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021302","Ta Lam Kandal","តាឡំកណ្ដាល","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021303","Ta Lam Chong","តាឡំចុង","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021304","Boeng Khleang Lech","បឹងឃ្លាំងលិច","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021305","Chong Kouk","ចុងគោក","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021306","Boeng Khleang Kaeut","បឹងឃ្លាំងកើត","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021307","Khla Kham Chhkae","ខ្លាខាំឆ្កែ","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01021308","Boeng Veaeng","បឹងវែង","តាឡំ","មង្គលបូរី","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030101","Rongvean","រង្វាន","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030102","Thmei Khang Tboung","ថ្មីខាងត្បូង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030103","Thmei Khang Cheung","ថ្មីខាងជើង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030104","Kouk Yeang","គោកយាង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030105","Kouk Chas","គោកចាស់","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030106","Chrab","ច្រាប","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030107","Kantuot","កន្ទួត","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030108","Nam Tau","ណាំតៅ","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030109","Pongro","ពង្រ","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030110","Samraong","សំរោង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030111","Khnang","ក្នាំង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030112","Thnong Khang Tboung","ធ្នង់ខាងត្បូង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030113","Thnong Khang Cheung","ធ្នង់ខាងជើង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030114","Slaeng","ស្លែង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030115","Takong","តាគង់","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030116","Yeang Otdam","យាងឧត្ដម","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030117","Ampil Kaong","អំពិលកោង","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030118","Kong Siem","កុងសៀម","ណាំតៅ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030201","Paoy Snuol","ប៉ោយស្នួល","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030202","Paoy Char","ប៉ោយចារ","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030203","Trapeang Thma Tboung","ត្រពាំងថ្មត្បូង","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030204","Trapeang Thma Cheung","ត្រពាំងថ្មជើង","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030205","Trapeang Thma Kandal","ត្រពាំងថ្មកណ្ដាល","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030206","Paoy Ta Ong","ប៉ោយតាអុង","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030207","Sambuor","សំបួរ","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030208","Pongro","ពង្រ","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030209","Koun Klaeng","កូនខ្លែង","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030210","Pras Andoung","ព្រះអណ្តូង","ប៉ោយចារ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030301","Ta Vong","តាវង","ពន្លៃ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030302","Ponley","ពន្លៃ","ពន្លៃ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
