"id","branch_id","market","market_kh","province","province_kh","district","district_kh","commune","commune_kh","village","village_kh","latitude","longitude","google_maps_url"
"217","TAK03","Kbal Tumnob Dach Market","ផ្សារក្បាលទំនប់ដាច់","Kandal","កណ្ដាល","S'ang","ស្អាង","S'ang Phnum","ស្អាងភ្នំ","","","11.173169","105.020683","https://www.google.com/maps?q=11.173169,105.020683"
"218","BAN01","Mms Market","ផ្សារMMS","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Baliley 2","បាលិលេយ្យ២","13.674494","102.574796","https://www.google.com/maps?q=13.674494,102.574796"
"219","BAT01","Phou Pouy","ផ្សារផអូ ពអូយ","Battambang","បាត់ដំបង","Battambang Municipality","ក្រុងបាត់ដំបង","Ou Char Sangkat","សង្កាត់អូរចារ","Ou Char","អូរចារ","13.107605","103.176274","https://www.google.com/maps?q=13.107605,103.176274"
"220","PNP01","Night Market","ផ្សាររាត្រី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","Phsar Chas Sangkat","សង្កាត់ផ្សារចាស់","","","11.574228","104.927821","https://www.google.com/maps?q=11.574228,104.927821"
"221","BAN05","Thmey Market","ផ្សារថ្មី","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Svay Chek","ស្វាយចេក","Ponsay Cheung","ពន្សាយជើង","13.93209","103.045515","https://www.google.com/maps?q=13.93209,103.045515"
"222","KRA04","Sandan Market","ផ្សារសណ្ដាន់","Kratie","ក្រចេះ","Sambour","សំបូរ","Sambour","សំបូរ","Sambour","សំបូរ","12.689667","106.017541","https://www.google.com/maps?q=12.689667,106.017541"
"223","KAN","Chhlounh Leap Market","ផ្សារឆ្លូញ លេាព","Kandal","កណ្ដាល","Ta Khmau Municipality","ក្រុងតាខ្មៅ","Ta Khmao Sangkat","សង្កាត់តាខ្មៅ","Ta Khmao","តាខ្មៅ","11.400747","105.006782","https://www.google.com/maps?q=11.400747,105.006782"
"224","CHA10","Dambae Market","ផ្សារដាមបែ","Tboung Khmum","ត្បូងឃ្មុំ","Dambae","តំបែរ","Dambae","តំបែរ","Dambae","តំបែរ","12.017661","105.884199","https://www.google.com/maps?q=12.017661,105.884199"
"225","SPE01","Traeng Trayueng Market","ផ្សារត្រែង ត្រាយុេង","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","Traeng Trayueng","ត្រែងត្រយឹង","Phsar Traeng Trayueng","ផ្សារត្រែងត្រយឹង","11.278374","104.211878","https://www.google.com/maps?q=11.278374,104.211878"
"226","KAN","Prakbek Market","ផ្សារប្រក់បែក","Kandal","កណ្ដាល","Kaoh Thum","កោះធំ","Kaoh Thum Ka","កោះធំ ‹ក›","Kbal Kaoh Thum","ក្បាលកោះធំ","11.18122","105.058705","https://www.google.com/maps?q=11.18122,105.058705"
"227","PNP07","Boeung Keng Kang Market","ផ្សារបឹងកេងកង","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","Boeng Reang Sangkat","សង្កាត់បឹងរាំង","","","11.546889","104.926117","https://www.google.com/maps?q=11.546889,104.926117"
"228","SIE02","Rolous Market Sie","ផ្សាររូលអូស សីេ","Siemreap","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","Bakong","បាគង","","","13.320925","103.995044","https://www.google.com/maps?q=13.320925,103.995044"
"229","PUR02","Ya Kab Market","ផ្សារយា កាប","Pursat","ពោធិ៍សាត់","Pursat Municipality","ក្រុងពោធិ៍សាត់","","","","","12.53812","104.079855","https://www.google.com/maps?q=12.53812,104.079855"
"230","PNP04","Boeng Baitong Market","ផ្សារបឹង បៃតូង","Phnom Penh Capital","រាជធានីភ្នំពេញ","Saensokh Khan","ខណ្ឌសែនសុខ","Phnom Penh Thmei Sangkat","សង្កាត់ភ្នំពេញថ្មី","Phnom Penh Thmei","ភ្នំពេញថ្មី","11.589323","104.862613","https://www.google.com/maps?q=11.589323,104.862613"
"231","PNP09","Kamboul Market","ផ្សារកំបូល","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","","","","","11.518093","104.776293","https://www.google.com/maps?q=11.518093,104.776293"
"232","PRH01","Kolan Market","ផ្សារកូលាន","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","Kuleaen Tboung","គូលែនត្បូង","Kuleaen Tboung","គូលែនត្បូង","13.818606","104.701418","https://www.google.com/maps?q=13.818606,104.701418"
"233","PNP06","Bek Kheng Market","ផ្សារបែក ខេង","Phnom Penh Capital","រាជធានីភ្នំពេញ","Chraoy Chongvar Khan","ខណ្ឌជ្រោយចង្វារ","Bak Kaeng Sangkat","សង្កាត់បាក់ខែង","Bak Khaeng Leu","បាក់ខែងលើ","11.67493","104.916432","https://www.google.com/maps?q=11.67493,104.916432"
"234","KAN","Prek Pok","ផ្សារព្រេក ពូក","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","","","","","11.08943","105.056292","https://www.google.com/maps?q=11.08943,105.056292"
"235","PRH03","Thom Cheath","ផ្សារធំ ចេាថ","Preah Vihear","ព្រះវិហារ","Choam Ksant","ជាំក្សាន្ដ","Choam Ksant","ជាំក្សាន្ដ","Choam Ksant","ជាំក្សាន្ដ","14.264926","104.708895","https://www.google.com/maps?q=14.264926,104.708895"
"236","KAN","Prek Long Market","ផ្សារព្រេក លូង","Kandal","កណ្ដាល","Ta Khmau Municipality","ក្រុងតាខ្មៅ","Ta Khmao Sangkat","សង្កាត់តាខ្មៅ","Ta Khmao","តាខ្មៅ","11.38563","105.002434","https://www.google.com/maps?q=11.38563,105.002434"
"237","PNP04","Trapang Chouk Market","ផ្សារត្រពាំងឈូក","Phnom Penh Capital","រាជធានីភ្នំពេញ","Saensokh Khan","ខណ្ឌសែនសុខ","Phnom Penh Thmei Sangkat","សង្កាត់ភ្នំពេញថ្មី","Phnom Penh Thmei","ភ្នំពេញថ្មី","11.549336","104.88265","https://www.google.com/maps?q=11.549336,104.88265"
"238","CHA06","Nakta Steng Market","ផ្សារនាកតា សតេង","Kampong Cham","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","Prey Chhor","ព្រៃឈរ","Prey Chhor","ព្រៃឈរ","12.142223","105.177641","https://www.google.com/maps?q=12.142223,105.177641"
"239","SIE02","Psar Raksmey Heng Makara (Svayleu Thmey)","ផ្សារ រាកសមេយ ហេង មាការា ស្វាយលេុ ថ្មី)","Siemreap","សៀមរាប","Svay Leu","ស្វាយលើ","Svay Leu","ស្វាយលើ","","","13.552266","104.253457","https://www.google.com/maps?q=13.552266,104.253457"
"240","STU01","Kilo 2 Market","ផ្សារគីឡូ២","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng Municipality","ក្រុងស្ទឹងត្រែង","Stueng Traeng Sangkat","សង្កាត់ស្ទឹងត្រែង","","","13.51383","105.964327","https://www.google.com/maps?q=13.51383,105.964327"
"241","BAT02","Vata Merm Market","ផ្សារវាតា មេរម","Battambang","បាត់ដំបង","Sangkae","សង្កែ","Vaot Ta Muem","វត្ដតាមិម","","","13.066513","103.206262","https://www.google.com/maps?q=13.066513,103.206262"
"242","KAN","Chung Prek Market","ផ្សារចុង ព្រេក","Kandal","កណ្ដាល","Mukh Kampul","មុខកំពូល","Roka Kong Ti Pir","រកាកោង ទី ២","","","11.841467","104.976279","https://www.google.com/maps?q=11.841467,104.976279"
"243","PRE","Chour Market","ផ្សារចអូរ","Prey Veng","ព្រៃវែង","Kamchay Mear","កំចាយមារ","","","","","11.577213","105.663205","https://www.google.com/maps?q=11.577213,105.663205"
"244","SVA01","Kantuy Vay Market","ផ្សារកានតុយ វាយ","Svay Rieng","ស្វាយរៀង","Svay Rieng Municipality","ក្រុងស្វាយរៀង","Chek Sangkat","សង្កាត់ចេក","Chek","ចេក","11.099685","105.763835","https://www.google.com/maps?q=11.099685,105.763835"
"245","PNP05","Samaky","ផ្សារសាមាកយ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.547262","104.801966","https://www.google.com/maps?q=11.547262,104.801966"
"246","PNP08","Saroeun Yanny","ផ្សារសារូេុន យាននយ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Dangkao Sangkat","សង្កាត់ដង្កោ","","","11.498863","104.892322","https://www.google.com/maps?q=11.498863,104.892322"
"247","PNP03","Stueng Mean Chey","ផ្សារស្ទឹងមានជ័យ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Mean Chey Khan","ខណ្ឌមានជ័យ","Stueng Mean chey 3 Sangkat","សង្កាត់ស្ទឹងមានជ័យទី៣","","","11.544512","104.894632","https://www.google.com/maps?q=11.544512,104.894632"
"248","BAN01","Ou Chrov Market","ផ្សារអូរជ្រៅ","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Ou Beichoan","អូរបីជាន់","Banteay Thmei","បន្ទាយថ្មី","13.604691","102.782116","https://www.google.com/maps?q=13.604691,102.782116"
"249","PNP02","Hal Leas market","ផ្សារហាល លេាស","Phnom Penh Capital","រាជធានីភ្នំពេញ","Tuol Kouk Khan","ខណ្ឌទួលគោក","Boeng Salang Sangkat","សង្កាត់បឹងសាឡាង","","","11.554121","104.896292","https://www.google.com/maps?q=11.554121,104.896292"
"250","PNP05","Century Plaza","ផ្សារ Century Plaza","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.562151","104.854758","https://www.google.com/maps?q=11.562151,104.854758"
"251","PNP01","Orussey","ផ្សារអូរឫស្សី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","Boeng Reang Sangkat","សង្កាត់បឹងរាំង","","","11.562193","104.917344","https://www.google.com/maps?q=11.562193,104.917344"
"252","PNP05","Sopheakmith Iii","ផ្សារសូផេាកមីថ ីីី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.558961","104.841527","https://www.google.com/maps?q=11.558961,104.841527"
"253","BAN01","Touh Market","ផ្សារតអូហ","Banteay Meanchey","បន្ទាយមានជ័យ","Serei Saophoan Municipality","ក្រុងសិរីសោភ័ណ","","","","","13.595877","102.975603","https://www.google.com/maps?q=13.595877,102.975603"
"254","BAT01","Boeng Raing Market","ផ្សារបឹង រៃង","Battambang","បាត់ដំបង","Battambang Municipality","ក្រុងបាត់ដំបង","","","","","13.058352","103.148844","https://www.google.com/maps?q=13.058352,103.148844"
"255","PRE","Brobos Roluoy Market","ផ្សារប្រូបូស រូលុូយ","Prey Veng","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","Lvea","ល្វា","Lvea","ល្វា","11.028232","105.378492","https://www.google.com/maps?q=11.028232,105.378492"
"256","PRH02","Chhaeb Market","ផ្សារឆែប","Stung Treng","ស្ទឹងត្រែង","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","Thala Barivat","ថាឡាបរិវ៉ាត់","13.767011","105.406449","https://www.google.com/maps?q=13.767011,105.406449"
"257","PNP04","Chin Nan Market","ផ្សារចីន នាន","Phnom Penh Capital","រាជធានីភ្នំពេញ","Saensokh Khan","ខណ្ឌសែនសុខ","Tuek Thla Sangkat","សង្កាត់ទឹកថ្លា","Tuek Thla","ទឹកថ្លា","11.564606","104.874785","https://www.google.com/maps?q=11.564606,104.874785"
"258","PRH02","Romdeng","ផ្សាររូមដេង","Preah Vihear","ព្រះវិហារ","Rovieng","រវៀង","Robieb","របៀប","Rovieng Cheung","រវៀងជើង","13.367566","104.964405","https://www.google.com/maps?q=13.367566,104.964405"
"259","MON","Busra","ផ្សារបុស្រា","Mondul Kiri","មណ្ឌលគិរី","Pech Chreada","ពេជ្រាដា","Pu Chrey","ពូជ្រៃ","","","12.541152","107.431461","https://www.google.com/maps?q=12.541152,107.431461"
"260","SVA04","Kompongchok Market","ផ្សារកូមពូងចូក","Svay Rieng","ស្វាយរៀង","Rumduol","រំដួល","Kampong Chak","កំពង់ចក","Svay Rung","ស្វាយរូង","11.160147","105.822982","https://www.google.com/maps?q=11.160147,105.822982"
