"No","ID","EN name","KH name","province_id","province_en","province_kh","district_id","district_en","district_kh","district_id","commune_","commune_","commune"
"344","9564","Phsar Tangkok","","06","Kampong Thom","កំពង់ធំ","0602","Kampong Svay","កំពង់ស្វាយ","0602","060203","Kampong Kou","កំពង់គោ"
"345","9565","Bavet Market","ផ្សារអន្តរជាតិ បាវិត","20","Svay Rieng","ស្វាយរៀង","2006","Svay Rieng","ស្វាយរៀង","2006","200601","Svay Rieng","ស្វាយរៀង"
"346","9566","Angkor Market","ផ្សារទំនើប អង្គរ","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"347","9567","Phsar Neak Loeung","","14","Prey Veng","ព្រៃវែង","1407","Peam Ro","ពាមរក៍","1407","140703","Neak Loeang","អ្នកលឿង"
"348","9568","Phsar Kampong Kdei","","17","Siemreap","សៀមរាប","1704","Chi Kraeng","ជីក្រែង","1704","170402","Chi Kraeng","ជីក្រែង"
"349","9569","Phsar Kraoum Road","ផ្លូវ ផ្សារក្រោម","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"350","9570","ផ្សារមេសរជ្រៃ","ផ្សារមេសរជ្រៃ","03","Kampong Cham","កំពង់ចាម","0315","Stueng Trang","ស្ទឹងត្រង់","0315","031505","Me Sar Chrey","មេសរជ្រៃ"
"351","9571","Phsar Kep","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"352","9572","Phsar Leur","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"353","9573","Sesor Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"354","9574","Phsar K'Dam","ផ្សារក្តាម","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"355","9575","ចំណត​រថយន្ត​ ផ្សារ​ចាស់​ ក្រុង​ពោធិ៍សាត់​","ចំណត​រថយន្ត​ ផ្សារ​ចាស់​ ក្រុង​ពោធិ៍សាត់​","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"356","9576","Prek Dambouk Market","ផ្សារព្រែកដំបូក","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"357","9577","Moan Dop Market","ផ្សារមាន់ដប់","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"358","9578","Preah Prasop Thmey Market","ផ្សារព្រះប្រសប់ថ្មី","08","Kandal","កណ្តាល","0803","Khsach Kandal","ខ្សាច់កណ្ដាល","0803","080314","Sithor","ស៊ីធរ"
"359","9579","Khsach Poun Market","ផ្សារខ្សាច់ពូន","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"360","9580","Central Market Street","ផ្លូវ ផ្សារកណ្តាល","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"361","9585","Kampong Pranak Market","ផ្សារកំពង់ប្រណាក","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"362","9586","Krouch Chhmar Market","ផ្សារក្រូចឆ្មារ","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"363","9587","market n3","","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"364","9588","ផ្សារបុរីរស្មី","ផ្សារបុរីរស្មី","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"365","9589","BoreyRaksmey's Night Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"366","9590","Pou Poui Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"367","9591","Kandieang Market","","15","Pursat","ពោធិ៍សាត់","1502","Kandieng","កណ្ដៀង","1502","150203","Kandieng","កណ្ដៀង"
"368","9592","Lucky Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"369","9593","Kra Varnh Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"370","9594","Krakor Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"371","9595","Beong Khnar Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"372","9596","Bam Nak Market","","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"373","9597","Bokor Night Market","","07","Kampot","កំពត","0708","Kampot","កំពត","0708","070805","Traeuy Kaoh","ត្រើយកោះ"
"374","9598","Khsach Kandal Market","ផ្សារខ្សាច់កណ្ដាល","08","Kandal","កណ្តាល","0803","Khsach Kandal","ខ្សាច់កណ្ដាល","0803","080314","Sithor","ស៊ីធរ"
"375","10008","Phsar Dei Thmei Veng Sreng","ផ្សារដីថ្មី វេងស្រេង","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120608","Stueng Mean chey 1","ស្ទឹងមានជ័យទី១"
"376","11053","Phnom Penh Sorya Transport Terminal","បេនឡាន សូរិយា ផ្សារធំថ្មី","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120211","Voat Phnum","វត្ដភ្នំ"
"377","11077","Battambang Phsar Nat","ផ្សារណាត់ បាត់ដំបង","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020309","Ou Char","អូរចារ"
"378","11078","Sihanoukville Phsar Leu","ផ្សារលើ ព្រះសីហនុ","18","Preah Sihanouk","ព្រះសីហនុ","1801","Preah Sihanouk","ព្រះសីហនុ","1801","120209","Phsar Chas","ផ្សារចាស់"
"379","11103","TK Avenue Tuol Kouk","ផ្សារទំនើប ធីខេ អេវេនញូ ទួលគោក","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120404","Tuek L'ak Ti Muoy","ទឹកល្អក់ទី ១"
"380","11104","Chip Mong Noro Mall","ផ្សារទំនើប ជីប ម៉ុង នរោ ម៉ល","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120204","Boeng Reang","បឹងរាំង"
"381","11105","Chip Mong Sen Sok Mall","ផ្សារទំនើប ជីប ម៉ុង សែនសុខ","12","Phnom Penh","ភ្នំពេញ","1208","Saensokh","សែនសុខ","1208","120801","Phnom Penh Thmei","ភ្នំពេញថ្មី"
"382","11106","Midtown Mall Street 2004","ផ្សារទំនើប មីដថោន ផ្លូវ២០០៤","12","Phnom Penh","ភ្នំពេញ","1208","Saensokh","សែនសុខ","1208","120808","Ou Baek K'am","អូរបែកក្អម"
"383","11116","Phsar Takhmao Kandal","ផ្សារតាខ្មៅ កណ្តាល","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081104","Ta Khmao","តាខ្មៅ"
"384","11117","Phsar Kampong Chhnang","ផ្សារលើ កំពង់ឆ្នាំង","04","Kampong Chhnang","កំពង់ឆ្នាំង","0403","Kampong Chhnang","កំពង់ឆ្នាំង","0403","040302","Kampong Chhnang","កំពង់ឆ្នាំង"
"385","11118","Phsar Kampong Speu","ផ្សារកំពង់ស្ពឺ","05","Kampong Speu","កំពង់ស្ពឺ","0502","Chbar Mon","ច្បារមន","0502","050201","Chbar Mon","ច្បារមន"
"386","11120","Phsar Kampot Crab Market (Kep)","ផ្សារក្តាម កែប","23","Kep","កែប","2302","Kaeb","កែប","2302","230201","Kaeb","កែប"
"387","11306","Phsar Prey Tea (ផ្សារព្រៃទា)","ផ្សារព្រៃទា ពោធិ៍សែនជ័យ","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120918","Kakab 2","កាកាបទី២"
"388","MKT_1616","Kaev Seima Market","ផ្សារកែវសីមា","11","Mondul Kiri","មណ្ឌលគិរី","1101","Kaev Seima","កែវសីមា","1101","120209","Phsar Chas","ផ្សារចាស់"
"389","MKT_1617","Kaoh Nheaek Market","ផ្សារកោះញែក","11","Mondul Kiri","មណ្ឌលគិរី","1102","Kaoh Nheaek","កោះញែក","1102","120209","Phsar Chas","ផ្សារចាស់"
"390","MKT_1618","Tani Market","ផ្សារតានី","07","Kampot","កំពត","0701","Angkor Chey","អង្គរជ័យ","0701","070102","Ankor Chey","អង្គរជ័យ"
"391","MKT_1619","Sambour Market","ផ្សារសំបូរ","10","Kratie","ក្រចេះ","1004","Sambour","សំបូរ","1004","100407","Sambour","សំបូរ"
"392","MKT_1620","Kratie Market","ផ្សារក្រចេះ","10","Kratie","ក្រចេះ","1002","Kracheh","ក្រចេះ","1002","100209","Kracheh","ក្រចេះ"
"393","MKT_1621","Ka3 Market","ផ្សារកាបី","10","Kratie","ក្រចេះ","1005","Snuol","ស្នួល","1005","100503","Snuol","ស្នួល"
"394","MKT_1622","Snuol Market","ផ្សារស្នួល","10","Kratie","ក្រចេះ","1005","Snuol","ស្នួល","1005","100503","Snuol","ស្នួល"
"395","MKT_1623","115 Market","ផ្សារ១១៥","10","Kratie","ក្រចេះ","1005","Snuol","ស្នួល","1005","100503","Snuol","ស្នួល"
"396","MKT_1624","Kampong Pranak","ផ្សារកំពង់ប្រណាក","13","Preah Vihear","ព្រះវិហារ","1308","Preah Vihear","ព្រះវិហារ","1308","120209","Phsar Chas","ផ្សារចាស់"
"397","MKT_1625","Pou Chrey Market","ផ្សារពោធិ៍ជ្រៃ","11","Mondul Kiri","មណ្ឌលគិរី","1104","Pech Chreada","ពេជ្រាដា","1104","110402","Pu Chrey","ពូជ្រៃ"
"398","MKT_1626","Phnom Prich Market","ផ្សារផនូម ព្រីច","10","Kratie","ក្រចេះ","1005","Snuol","ស្នួល","1005","100501","Khsuem","ឃ្សឹម"
"399","MKT_1627","Chher Teal Plos Market","ផ្សារឈើទាល ព្លួស","10","Kratie","ក្រចេះ","1001","Chhloung","ឆ្លូង","1001","100101","Chhloung","ឆ្លូង"
"400","MKT_1628","Choam Ksan","ផ្សារចាម កសាន","13","Preah Vihear","ព្រះវិហារ","1303","Choam Ksant","ជាំក្សាន្ដ","1303","130301","Choam Ksant","ជាំក្សាន្ដ"
"401","MKT_1629","Rokakandal Market","ផ្សាររូកាកណ្ដាល","10","Kratie","ក្រចេះ","1002","Kracheh","ក្រចេះ","1002","100209","Kracheh","ក្រចេះ"
"402","MKT_1630","Tuol Sangke Market","ផ្សារទួលសង្កែ","12","Phnom Penh","ភ្នំពេញ","1207","Russey Keo","ឫស្សីកែវ","1207","120713","Tuol Sangkae 1","ទួលសង្កែទី១"
"403","MKT_1631","Tonhon Markit","ផ្សារតូញូន","07","Kampot","កំពត","0706","Kampong Trach","កំពង់ត្រាច","0706","070606","Kampong Trach Khang Lech","កំពង់ត្រាចខាងលិច"
"404","MKT_1632","Kampong Trabek Market","ផ្សារកំពង់ត្របែក","14","Prey Veng","ព្រៃវែង","1403","Kampong Trabaek","កំពង់ត្របែក","1403","140307","Kampong Trabaek","កំពង់ត្របែក"
"405","MKT_1633","Thnol Beak Markit","ផ្សារថ្នល់បែក","07","Kampot","កំពត","0706","Kampong Trach","កំពង់ត្រាច","0706","070606","Kampong Trach Khang Lech","កំពង់ត្រាចខាងលិច"
"406","MKT_1634","Kanacity Market","ផ្សារកាណាស៊ីធី","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120915","Chaom Chau 2","ចោមចៅទី២"
"407","MKT_1635","Phav Market","ផ្សារផាវ","03","Kampong Cham","កំពង់ចាម","0305","Kampong Cham","កំពង់ចាម","0305","030502","Kampong Cham","កំពង់ចាម"
"408","MKT_1636","Peam Market","ផ្សារពាម","14","Prey Veng","ព្រៃវែង","1407","Peam Ro","ពាមរក៍","1407","140705","Peam Ro","ពាមរក៍"
"409","MKT_1637","Tropang Thlong Market (ផ្សារត្រពាំងថ្លឹង)","ផ្សារត្រពាំងថ្លឹង","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120901","Trapeang Krasang","ត្រពាំងក្រសាំង"
"410","MKT_1638","Snay Pul Maket","ផ្សារស្នាយពុល","14","Prey Veng","ព្រៃវែង","1408","Pea Reang","ពារាំង","1408","140807","Prey Pnov","ព្រៃព្នៅ"
"411","MKT_1639","Chhueteal Market","ផ្សារឈើទាល","07","Kampot","កំពត","0701","Angkor Chey","អង្គរជ័យ","0701","070102","Ankor Chey","អង្គរជ័យ"
"412","MKT_1640","Eark Reach 1 Market","ផ្សា","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120914","Chaom Chau 1","ចោមចៅទី១"
"413","MKT_1641","Toul Karket","ផ្សារទួល ការកេត","04","Kampong Chhnang","កំពង់ឆ្នាំង","0403","Kampong Chhnang","កំពង់ឆ្នាំង","0403","040302","Kampong Chhnang","កំពង់ឆ្នាំង"
"414","MKT_1642","Dey Huy","ផ្សារដីហ៊ុយ","07","Kampot","កំពត","0708","Kampot","កំពត","0708","070805","Traeuy Kaoh","ត្រើយកោះ"
"415","MKT_1643","Kandal Market","ផ្សារកណ្ដាល","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011003","Phsar Kandal","ផ្សារកណ្តាល"
"416","MKT_1644","Prek Touch","ផ្សារព្រែកតូច","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081010","S'ang Phnum","ស្អាងភ្នំ"
"417","MKT_1645","K Mall Market","ផ្សារK មាលល","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120914","Chaom Chau 1","ចោមចៅទី១"
"418","MKT_1646","Kilo4 Market","ផ្សារគីឡូ៤","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120405","Tuek L'ak Ti Pir","ទឹកល្អក់ទី ២"
"419","MKT_1647","Russey Srok Markit","ផ្សារឫស្សីស្រុក","07","Kampot","កំពត","0706","Kampong Trach","កំពង់ត្រាច","0706","070606","Kampong Trach Khang Lech","កំពង់ត្រាចខាងលិច"
"420","MKT_1648","Ou Reang Ov Market","ផ្សារអូររាំងឪ","25","Tboung Khmum","ត្បូងឃ្មុំ","2504","Ou Reang Ov","អូររាំងឪ","2504","120209","Phsar Chas","ផ្សារចាស់"
"421","MKT_1649","Chambot Market","ផ្សារចាមបូត","05","Kampong Speu","កំពង់ស្ពឺ","0507","Samraong Tong","សំរោងទង","0507","050707","Samrong Tong","សំរោងទង"
"422","MKT_1650","Khlaing Romsev Market","ផ្សារឃ្លាំងរំសេវ","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120409","Phsar Daeum Kor","ផ្សារដើមគរ"
"423","MKT_1651","Sai Va Market","ផ្សារសៃ វា","21","Takeo","តាកែវ","2106","Prey Kabbas","ព្រៃកប្បាស","2106","210609","Prey Kabbas","ព្រៃកប្បាស"
"424","MKT_1652","Serey Sophan Market","ផ្សារសិរីសោភ័ណ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0106","Serei Saophoan","សិរីសោភ័ណ","0106","010607","Preah Ponlea","ព្រះពន្លា"
"425","MKT_1653","Suong Market","ផ្សារសុូង","25","Tboung Khmum","ត្បូងឃ្មុំ","2506","Suong","សួង","2506","250601","Suong","សួង"
"426","MKT_1654","Kampnog Trach","ផ្សារកំពង់ ត្រាច","07","Kampot","កំពត","0706","Kampong Trach","កំពង់ត្រាច","0706","070606","Kampong Trach Khang Lech","កំពង់ត្រាចខាងលិច"
"427","MKT_1655","Psar Thom Tmey","ផ្សារធំថ្មី","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120201","Phsar Thmei Ti Muoy","ផ្សារថ្មីទី ១"
"428","MKT_1656","Kampong Ruessei Market","ផ្សារកំពង់ រុេសសី","14","Prey Veng","ព្រៃវែង","1411","Pur Rieng","ពោធិ៍រៀង","1411","141101","Pou Rieng","ពោធិ៍រៀង"
"429","MKT_1657","Chouk Meas Market","ផ្សារឈូក មេាស","12","Phnom Penh","ភ្នំពេញ","1208","Saensokh","សែនសុខ","1208","120809","Kouk Khleang","គោកឃ្លាង"
"430","MKT_1658","Neak Meas Market","ផ្សារនេាក មេាស","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120409","Phsar Daeum Kor","ផ្សារដើមគរ"
"431","MKT_1659","Phalitphal Khmer","ផ្សារផាលីតផាល ខមេរ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0106","Serei Saophoan","សិរីសោភ័ណ","0106","010607","Preah Ponlea","ព្រះពន្លា"
"432","MKT_1660","Rum Chek Market","ផ្សាររុម ចេក","14","Prey Veng","ព្រៃវែង","1409","Preah Sdach","ព្រះស្ដេច","1409","140905","Kampong Soeng","កំពង់សឹង"
"433","MKT_1661","Akak Market","ផ្សារាកាក","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011002","Paoy Paet","ប៉ោយប៉ែត"
"434","MKT_1662","Lim Chheang Hak","ផ្សារលីម ឆេាង ហាក","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120610","Stueng Mean chey 3","ស្ទឹងមានជ័យទី៣"
"435","MKT_1663","Ou Snguot Tmey","ផ្សារអូរស្ងួតថ្មី","01","Banteay Meanchey","បន្ទាយមានជ័យ","0102","Mongkol Borei","មង្គលបូរី","0102","010206","Ou Prasat","អូរប្រាសាទ"
"436","MKT_1664","Ou Orndounh","ផ្សារអូ ូរនដអូញ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0102","Mongkol Borei","មង្គលបូរី","0102","010204","Kouk Ballangk","គោកបល្ល័ង្គ"
"437","MKT_1665","Thom Mean Chey Market","ផ្សារធំ មានជ័យ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0106","Serei Saophoan","សិរីសោភ័ណ","0106","010607","Preah Ponlea","ព្រះពន្លា"
"438","MKT_1666","Qmi Market","ផ្សារQMI","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120916","Chaom Chau 3","ចោមចៅទី៣"
"439","MKT_1667","Trey Market","ផ្សារត្រេយ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011002","Paoy Paet","ប៉ោយប៉ែត"
"440","MKT_1668","Touk Meas","ផ្សារទូកមាស","07","Kampot","កំពត","0702","Banteay Meas","បន្ទាយមាស","0702","070202","Banteay Meas Khang lech","បន្ទាយមាសខាងលិច"
"441","MKT_1669","Brotulden Oreussei Martket","ផ្សារប្រូតុលដេន អូរឫស្សី","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011002","Paoy Paet","ប៉ោយប៉ែត"
"442","MKT_1670","Phsar Kach Chrong","ផ្សារ កាច ចរូង","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081104","Ta Khmao","តាខ្មៅ"
"443","MKT_1671","Kompong Chhnang Market","ផ្សារកំពង់ឆ្នាំង","04","Kampong Chhnang","កំពង់ឆ្នាំង","0403","Kampong Chhnang","កំពង់ឆ្នាំង","0403","040302","Kampong Chhnang","កំពង់ឆ្នាំង"
"444","MKT_1672","Rolous Market","ផ្សាររូលអូស","01","Banteay Meanchey","បន្ទាយមានជ័យ","0108","Svay Chek","ស្វាយចេក","0108","010804","Svay Chek","ស្វាយចេក"
"445","MKT_1673","Chan La Market","ផ្សារចាន លា","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120204","Boeng Reang","បឹងរាំង"
"446","MKT_1674","Odongk","ផ្សារូដូងក","05","Kampong Speu","កំពង់ស្ពឺ","0509","Odongk Maechay","ឧដុង្គម៉ែជ័យ","0509","050903","Trach Tong","ត្រាចទង"
"447","MKT_1675","Neak Loeung Market","ផ្សារអ្នកលឿង","14","Prey Veng","ព្រៃវែង","1407","Peam Ro","ពាមរក៍","1407","140703","Neak Loeang","អ្នកលឿង"
"448","MKT_1676","Derm Kor Market","ផ្សារដើមគរ","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120409","Phsar Daeum Kor","ផ្សារដើមគរ"
"449","MKT_1677","Ekreach 2 Market","ផ្សារេក្រេាច 2","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120916","Chaom Chau 3","ចោមចៅទី៣"
"450","MKT_1678","Tom Nubthmey","ផ្សារតូម នុបថមេយ","12","Phnom Penh","ភ្នំពេញ","1205","Dangkao","ដង្កោ","1205","120501","Dangkao","ដង្កោ"
"451","MKT_1679","Svay Antor Market","ផ្សារស្វាយអន្ទរ","14","Prey Veng","ព្រៃវែង","1413","Svay Antor","ស្វាយអន្ទរ","1413","141310","Svay Antor","ស្វាយអន្ទរ"
"452","MKT_1680","Derm Puthrea Market","ផ្សារដេរម ពុថរេា","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011002","Paoy Paet","ប៉ោយប៉ែត"
"453","MKT_1681","Prey Phet Market","ផ្សារព្រៃភេត","05","Kampong Speu","កំពង់ស្ពឺ","0507","Samraong Tong","សំរោងទង","0507","050704","Krang Ampil","ក្រាំងអំពិល"
"454","MKT_1682","Pong Toek","ផ្សារពងទឹក","23","Kep","កែប","2301","Damnak Chang'aeur","ដំណាក់ចង្អើរ","2301","230103","Pong Tuek","ពងទឹក"
"455","MKT_1683","Tum Nob Market","ផ្សារទំនប់","03","Kampong Cham","កំពង់ចាម","0301","Batheay","បាធាយ","0301","030101","Batheay","បាធាយ"
"456","MKT_1684","Thma Koul Markat","ផ្សារថ្មគោល","02","Battambang","Battambang","0202","Thma Koul","ថ្មគោល","0202","120209","Phsar Chas","ផ្សារចាស់"
"457","MKT_1685","Som Bou Meas","ផ្សារសូម បអូ មេាស","12","Phnom Penh","ភ្នំពេញ","1205","Dangkao","ដង្កោ","1205","120501","Dangkao","ដង្កោ"
"458","MKT_1686","Psar Ler Market","ផ្សារ លើ","04","Kampong Chhnang","កំពង់ឆ្នាំង","0403","Kampong Chhnang","កំពង់ឆ្នាំង","0403","040302","Kampong Chhnang","កំពង់ឆ្នាំង"
"459","MKT_1687","Reatrey Market Banteay Meanchey","ផ្សាររេាត្រេយ បន្ទាយមានជ័យ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0106","Serei Saophoan","សិរីសោភ័ណ","0106","010607","Preah Ponlea","ព្រះពន្លា"
"460","MKT_1688","7 Makara","ផ្សារ៧មករា","03","Kampong Cham","កំពង់ចាម","0305","Kampong Cham","កំពង់ចាម","0305","030502","Kampong Cham","កំពង់ចាម"
"461","MKT_1689","Dermpor Market","ផ្សារដេរមពូរ","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081104","Ta Khmao","តាខ្មៅ"
"462","MKT_1690","Phsa Nat Market","ផ្សារ នាត","21","Takeo","តាកែវ","2108","Doun Kaev","ដូនកែវ","2108","120209","Phsar Chas","ផ្សារចាស់"
"463","MKT_1691","Baphnom Market","ផ្សារបាភ្នំ","14","Prey Veng","ព្រៃវែង","1401","Ba Phnum","បាភ្នំ","1401","140102","Cheung Phnum","ជើងភ្នំ"
"464","MKT_1692","O’Neang Market","ផ្សារូ’នេាង","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011002","Paoy Paet","ប៉ោយប៉ែត"
"465","MKT_1693","Big C Market","ផ្សារ Big C","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011002","Paoy Paet","ប៉ោយប៉ែត"
"466","MKT_1694","Phsar Ta Pang","ផ្សារ តា ពាង","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"467","MKT_1695","Dar Market","ផ្សារដារ","25","Tboung Khmum","ត្បូងឃ្មុំ","2503","Memot","មេមត់","2503","250309","Memot","មេមត់"
"468","MKT_1696","Psar Khrom Market","ផ្សារក្រោម","04","Kampong Chhnang","កំពង់ឆ្នាំង","0403","Kampong Chhnang","កំពង់ឆ្នាំង","0403","040302","Kampong Chhnang","កំពង់ឆ្នាំង"
"469","MKT_1697","Heng Phea Sream","ផ្សារហេង ផេា ស្រេាម","13","Preah Vihear","ព្រះវិហារ","1303","Choam Ksant","ជាំក្សាន្ដ","1303","130307","Sror Aem","ស្រអែម"
"470","MKT_1698","Prekho Market","ផ្សារព្រេខូ","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081104","Ta Khmao","តាខ្មៅ"
"471","MKT_1699","Trapeang Kong Market","ផ្សារត្រពាំងគង","05","Kampong Speu","កំពង់ស្ពឺ","0507","Samraong Tong","សំរោងទង","0507","050707","Samrong Tong","សំរោងទង"
"472","MKT_1700","Prey Khmer Market","ផ្សារព្រៃខ្មែរ","04","Kampong Chhnang","កំពង់ឆ្នាំង","0406","Rolea B'ier","រលាប្អៀរ","0406","040609","Prey Mul","ព្រៃមូល"
"473","MKT_1701","Samrong Yaong Market","ផ្សារសំរោងយ៉ោង","21","Takeo","តាកែវ","2102","Bati","បាទី","2102","210201","Chambak","ចំបក់"
"474","MKT_1702","Svay Rolum Market","ផ្សារស្វាយរលំ","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081104","Ta Khmao","តាខ្មៅ"
"475","MKT_1703","Prey Lvea Market","ផ្សារព្រៃល្វា","21","Takeo","តាកែវ","2106","Prey Kabbas","ព្រៃកប្បាស","2106","210610","Prey Lvea","ព្រៃល្វា"
"476","MKT_1704","Somrong Market","ផ្សារសំរោង","22","Oddar Meanchey","ឧត្តរមានជ័យ","2204","Samraong","សំរោង","2204","220404","Samraong","សំរោង"
"477","MKT_1705","Chi Her","ផ្សារចី ហេរ","03","Kampong Cham","កំពង់ចាម","0308","Kaoh Soutin","កោះសូទិន","0308","030802","Kaoh Sotin","កោះសូទិន"
"478","MKT_1706","2002 Market","ផ្សារ២០០២","12","Phnom Penh","ភ្នំពេញ","1208","Saensokh","សែនសុខ","1208","120808","Ou Baek K'am","អូរបែកក្អម"
"479","MKT_1707","Donnakchongeir Market","ផ្សារដូននាកចូងីរ","23","Kep","កែប","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
